確定病名,發病年份,發病月份,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
嚴重特殊傳染性肺炎,2021,5,苗栗縣,苗栗市,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,5,苗栗縣,頭份市,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,5,苗栗縣,造橋鄉,M,否,3,1
嚴重特殊傳染性肺炎,2021,5,苗栗縣,竹南鎮,M,否,30-34,7
嚴重特殊傳染性肺炎,2021,5,苗栗縣,頭份市,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,5,苗栗縣,竹南鎮,M,否,35-39,7
嚴重特殊傳染性肺炎,2021,5,苗栗縣,頭份市,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,5,苗栗縣,竹南鎮,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,5,苗栗縣,後龍鎮,M,否,45-49,1
嚴重特殊傳染性肺炎,2021,5,苗栗縣,造橋鄉,M,否,45-49,1
嚴重特殊傳染性肺炎,2021,5,苗栗縣,三灣鄉,M,否,50-54,1
嚴重特殊傳染性肺炎,2021,5,苗栗縣,造橋鄉,M,否,50-54,1
嚴重特殊傳染性肺炎,2021,5,苗栗縣,造橋鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2021,5,苗栗縣,頭份市,M,否,55-59,1
嚴重特殊傳染性肺炎,2021,5,苗栗縣,竹南鎮,M,否,5-9,1
嚴重特殊傳染性肺炎,2021,5,苗栗縣,頭份市,M,否,5-9,2
嚴重特殊傳染性肺炎,2021,5,苗栗縣,竹南鎮,M,否,60-64,1
嚴重特殊傳染性肺炎,2021,5,苗栗縣,後龍鎮,M,否,60-64,1
嚴重特殊傳染性肺炎,2021,5,苗栗縣,造橋鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2021,5,苗栗縣,苗栗市,M,否,65-69,1
嚴重特殊傳染性肺炎,2021,5,苗栗縣,頭份市,M,否,70+,1
嚴重特殊傳染性肺炎,2021,5,桃園市,中壢區,F,否,0,1
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,F,否,1,1
嚴重特殊傳染性肺炎,2021,5,桃園市,蘆竹區,F,否,1,1
嚴重特殊傳染性肺炎,2021,5,桃園市,八德區,F,否,10-14,1
嚴重特殊傳染性肺炎,2021,5,桃園市,平鎮區,F,否,10-14,1
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,F,否,10-14,2
嚴重特殊傳染性肺炎,2021,5,桃園市,大溪區,F,否,15-19,1
嚴重特殊傳染性肺炎,2021,5,桃園市,中壢區,F,否,15-19,1
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,F,否,15-19,1
嚴重特殊傳染性肺炎,2021,5,桃園市,中壢區,F,否,20-24,3
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,F,否,20-24,6
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,F,否,20-24,2
嚴重特殊傳染性肺炎,2021,5,桃園市,蘆竹區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021,5,桃園市,觀音區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021,5,桃園市,八德區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021,5,桃園市,大園區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021,5,桃園市,大溪區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021,5,桃園市,中壢區,F,否,25-29,3
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,F,否,25-29,5
嚴重特殊傳染性肺炎,2021,5,桃園市,新屋區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021,5,桃園市,觀音區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,F,否,3,1
嚴重特殊傳染性肺炎,2021,5,桃園市,八德區,F,否,30-34,2
嚴重特殊傳染性肺炎,2021,5,桃園市,大溪區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021,5,桃園市,平鎮區,F,否,30-34,2
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,F,否,30-34,2
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,F,否,30-34,8
嚴重特殊傳染性肺炎,2021,5,桃園市,八德區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,F,否,35-39,5
嚴重特殊傳染性肺炎,2021,5,桃園市,楊梅區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021,5,桃園市,龍潭區,F,否,35-39,2
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,F,否,35-39,5
嚴重特殊傳染性肺炎,2021,5,桃園市,蘆竹區,F,否,35-39,3
嚴重特殊傳染性肺炎,2021,5,桃園市,大園區,F,否,4,1
嚴重特殊傳染性肺炎,2021,5,桃園市,中壢區,F,否,40-44,2
嚴重特殊傳染性肺炎,2021,5,桃園市,平鎮區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,F,否,40-44,10
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,F,否,40-44,4
嚴重特殊傳染性肺炎,2021,5,桃園市,觀音區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021,5,桃園市,八德區,F,否,45-49,2
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,F,否,45-49,2
嚴重特殊傳染性肺炎,2021,5,桃園市,楊梅區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021,5,桃園市,龍潭區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,F,否,45-49,2
嚴重特殊傳染性肺炎,2021,5,桃園市,蘆竹區,F,否,45-49,4
嚴重特殊傳染性肺炎,2021,5,桃園市,八德區,F,否,50-54,3
嚴重特殊傳染性肺炎,2021,5,桃園市,中壢區,F,否,50-54,2
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,F,否,50-54,6
嚴重特殊傳染性肺炎,2021,5,桃園市,楊梅區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,F,否,50-54,3
嚴重特殊傳染性肺炎,2021,5,桃園市,蘆竹區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021,5,桃園市,八德區,F,否,55-59,3
嚴重特殊傳染性肺炎,2021,5,桃園市,大溪區,F,否,55-59,2
嚴重特殊傳染性肺炎,2021,5,桃園市,中壢區,F,否,55-59,3
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,F,否,55-59,8
嚴重特殊傳染性肺炎,2021,5,桃園市,楊梅區,F,否,55-59,3
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,F,否,55-59,2
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,F,否,5-9,1
嚴重特殊傳染性肺炎,2021,5,桃園市,蘆竹區,F,否,5-9,2
嚴重特殊傳染性肺炎,2021,5,桃園市,八德區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021,5,桃園市,大園區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,F,否,60-64,7
嚴重特殊傳染性肺炎,2021,5,桃園市,楊梅區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,F,否,60-64,5
嚴重特殊傳染性肺炎,2021,5,桃園市,蘆竹區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021,5,桃園市,八德區,F,否,65-69,2
嚴重特殊傳染性肺炎,2021,5,桃園市,大溪區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021,5,桃園市,中壢區,F,否,65-69,2
嚴重特殊傳染性肺炎,2021,5,桃園市,平鎮區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,F,否,65-69,4
嚴重特殊傳染性肺炎,2021,5,桃園市,楊梅區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021,5,桃園市,蘆竹區,F,否,65-69,2
嚴重特殊傳染性肺炎,2021,5,桃園市,觀音區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021,5,桃園市,八德區,F,否,70+,3
嚴重特殊傳染性肺炎,2021,5,桃園市,大園區,F,否,70+,1
嚴重特殊傳染性肺炎,2021,5,桃園市,平鎮區,F,否,70+,2
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,F,否,70+,4
嚴重特殊傳染性肺炎,2021,5,桃園市,楊梅區,F,否,70+,1
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,F,否,70+,3
嚴重特殊傳染性肺炎,2021,5,桃園市,八德區,M,否,0,1
嚴重特殊傳染性肺炎,2021,5,桃園市,平鎮區,M,否,0,1
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,M,否,0,1
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,M,否,1,1
嚴重特殊傳染性肺炎,2021,5,桃園市,八德區,M,否,10-14,2
嚴重特殊傳染性肺炎,2021,5,桃園市,平鎮區,M,否,10-14,1
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,M,否,10-14,1
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,M,否,10-14,1
嚴重特殊傳染性肺炎,2021,5,桃園市,蘆竹區,M,否,10-14,1
嚴重特殊傳染性肺炎,2021,5,桃園市,中壢區,M,否,15-19,1
嚴重特殊傳染性肺炎,2021,5,桃園市,平鎮區,M,否,15-19,1
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,M,否,15-19,2
嚴重特殊傳染性肺炎,2021,5,桃園市,觀音區,M,否,15-19,1
嚴重特殊傳染性肺炎,2021,5,桃園市,大溪區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021,5,桃園市,中壢區,M,否,20-24,2
嚴重特殊傳染性肺炎,2021,5,桃園市,平鎮區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,M,否,20-24,2
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,M,否,20-24,2
嚴重特殊傳染性肺炎,2021,5,桃園市,八德區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,5,桃園市,大溪區,M,否,25-29,2
嚴重特殊傳染性肺炎,2021,5,桃園市,中壢區,M,否,25-29,5
嚴重特殊傳染性肺炎,2021,5,桃園市,平鎮區,M,否,25-29,2
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,M,否,25-29,2
嚴重特殊傳染性肺炎,2021,5,桃園市,蘆竹區,M,否,25-29,2
嚴重特殊傳染性肺炎,2021,5,桃園市,大園區,M,否,3,1
嚴重特殊傳染性肺炎,2021,5,桃園市,蘆竹區,M,否,3,1
嚴重特殊傳染性肺炎,2021,5,桃園市,大溪區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,M,否,30-34,2
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,M,否,30-34,4
嚴重特殊傳染性肺炎,2021,5,桃園市,八德區,M,否,35-39,2
嚴重特殊傳染性肺炎,2021,5,桃園市,中壢區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,5,桃園市,平鎮區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,M,否,35-39,4
嚴重特殊傳染性肺炎,2021,5,桃園市,楊梅區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,M,否,35-39,5
嚴重特殊傳染性肺炎,2021,5,桃園市,八德區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,5,桃園市,平鎮區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,M,否,40-44,4
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,M,否,40-44,2
嚴重特殊傳染性肺炎,2021,5,桃園市,八德區,M,否,45-49,5
嚴重特殊傳染性肺炎,2021,5,桃園市,大溪區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021,5,桃園市,中壢區,M,否,45-49,5
嚴重特殊傳染性肺炎,2021,5,桃園市,平鎮區,M,否,45-49,2
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,M,否,45-49,7
嚴重特殊傳染性肺炎,2021,5,桃園市,楊梅區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,M,否,45-49,5
嚴重特殊傳染性肺炎,2021,5,桃園市,觀音區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021,5,桃園市,八德區,M,否,50-54,3
嚴重特殊傳染性肺炎,2021,5,桃園市,中壢區,M,否,50-54,3
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,M,否,50-54,4
嚴重特殊傳染性肺炎,2021,5,桃園市,龍潭區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,M,否,50-54,4
嚴重特殊傳染性肺炎,2021,5,桃園市,蘆竹區,M,否,50-54,3
嚴重特殊傳染性肺炎,2021,5,桃園市,八德區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021,5,桃園市,中壢區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021,5,桃園市,平鎮區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,M,否,55-59,4
嚴重特殊傳染性肺炎,2021,5,桃園市,龍潭區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,M,否,55-59,3
嚴重特殊傳染性肺炎,2021,5,桃園市,蘆竹區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021,5,桃園市,觀音區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021,5,桃園市,八德區,M,否,5-9,2
嚴重特殊傳染性肺炎,2021,5,桃園市,平鎮區,M,否,5-9,1
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,M,否,5-9,1
嚴重特殊傳染性肺炎,2021,5,桃園市,中壢區,M,否,60-64,2
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,M,否,60-64,4
嚴重特殊傳染性肺炎,2021,5,桃園市,楊梅區,M,否,60-64,3
嚴重特殊傳染性肺炎,2021,5,桃園市,龍潭區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,M,否,60-64,6
嚴重特殊傳染性肺炎,2021,5,桃園市,大園區,M,否,65-69,2
嚴重特殊傳染性肺炎,2021,5,桃園市,大溪區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021,5,桃園市,中壢區,M,否,65-69,2
嚴重特殊傳染性肺炎,2021,5,桃園市,平鎮區,M,否,65-69,3
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,M,否,65-69,5
嚴重特殊傳染性肺炎,2021,5,桃園市,新屋區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021,5,桃園市,龍潭區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,M,否,65-69,7
嚴重特殊傳染性肺炎,2021,5,桃園市,八德區,M,否,70+,3
嚴重特殊傳染性肺炎,2021,5,桃園市,大園區,M,否,70+,1
嚴重特殊傳染性肺炎,2021,5,桃園市,大溪區,M,否,70+,1
嚴重特殊傳染性肺炎,2021,5,桃園市,中壢區,M,否,70+,2
嚴重特殊傳染性肺炎,2021,5,桃園市,平鎮區,M,否,70+,3
嚴重特殊傳染性肺炎,2021,5,桃園市,桃園區,M,否,70+,7
嚴重特殊傳染性肺炎,2021,5,桃園市,楊梅區,M,否,70+,2
嚴重特殊傳染性肺炎,2021,5,桃園市,龍潭區,M,否,70+,1
嚴重特殊傳染性肺炎,2021,5,桃園市,龜山區,M,否,70+,5
嚴重特殊傳染性肺炎,2021,5,桃園市,蘆竹區,M,否,70+,1
嚴重特殊傳染性肺炎,2021,5,桃園市,觀音區,M,否,70+,1
嚴重特殊傳染性肺炎,2021,5,高雄市,鼓山區,F,否,15-19,1
嚴重特殊傳染性肺炎,2021,5,高雄市,鳳山區,F,否,15-19,2
嚴重特殊傳染性肺炎,2021,5,高雄市,左營區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021,5,高雄市,鳳山區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021,5,高雄市,小港區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021,5,高雄市,前鎮區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021,5,高雄市,小港區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021,5,高雄市,鼓山區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021,5,高雄市,鳳山區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021,5,高雄市,鼓山區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021,5,高雄市,鳳山區,F,否,40-44,2
嚴重特殊傳染性肺炎,2021,5,高雄市,前金區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021,5,高雄市,新興區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021,5,高雄市,鳳山區,F,否,45-49,2
嚴重特殊傳染性肺炎,2021,5,高雄市,三民區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021,5,高雄市,大寮區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021,5,高雄市,鼓山區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021,5,高雄市,三民區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021,5,高雄市,大社區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021,5,高雄市,前鎮區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021,5,高雄市,鳳山區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021,5,高雄市,鳳山區,F,否,65-69,2
嚴重特殊傳染性肺炎,2021,5,高雄市,三民區,F,否,70+,1
嚴重特殊傳染性肺炎,2021,5,高雄市,大寮區,F,否,70+,1
嚴重特殊傳染性肺炎,2021,5,高雄市,前鎮區,F,否,70+,1
嚴重特殊傳染性肺炎,2021,5,高雄市,鳳山區,F,否,70+,1
嚴重特殊傳染性肺炎,2021,5,高雄市,旗山區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021,5,高雄市,大寮區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021,5,高雄市,大寮區,M,否,3,1
嚴重特殊傳染性肺炎,2021,5,高雄市,新興區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,5,高雄市,新興區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,5,高雄市,鼓山區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,5,高雄市,前金區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021,5,高雄市,鳳山區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021,5,高雄市,三民區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021,5,高雄市,大寮區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021,5,高雄市,左營區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021,5,高雄市,岡山區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021,5,高雄市,鳳山區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021,5,高雄市,鳳山區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021,5,高雄市,大寮區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021,5,高雄市,新興區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021,5,高雄市,三民區,M,否,70+,1
嚴重特殊傳染性肺炎,2021,5,高雄市,大社區,M,否,70+,1
嚴重特殊傳染性肺炎,2021,5,高雄市,大寮區,M,否,70+,1
嚴重特殊傳染性肺炎,2021,5,高雄市,前鎮區,M,否,70+,1
嚴重特殊傳染性肺炎,2021,5,高雄市,鳳山區,M,否,70+,1
嚴重特殊傳染性肺炎,2021,5,基隆市,中山區,F,否,0,1
嚴重特殊傳染性肺炎,2021,5,基隆市,七堵區,F,否,10-14,1
嚴重特殊傳染性肺炎,2021,5,基隆市,安樂區,F,否,10-14,1
嚴重特殊傳染性肺炎,2021,5,基隆市,暖暖區,F,否,10-14,1
嚴重特殊傳染性肺炎,2021,5,基隆市,安樂區,F,否,15-19,1
嚴重特殊傳染性肺炎,2021,5,基隆市,七堵區,F,否,20-24,2
嚴重特殊傳染性肺炎,2021,5,基隆市,中正區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021,5,基隆市,安樂區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021,5,基隆市,信義區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021,5,基隆市,中山區,F,否,25-29,3
嚴重特殊傳染性肺炎,2021,5,基隆市,仁愛區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021,5,基隆市,信義區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021,5,基隆市,七堵區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021,5,基隆市,中山區,F,否,30-34,2
嚴重特殊傳染性肺炎,2021,5,基隆市,中正區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021,5,基隆市,仁愛區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021,5,基隆市,安樂區,F,否,30-34,2
嚴重特殊傳染性肺炎,2021,5,基隆市,七堵區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021,5,基隆市,仁愛區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021,5,基隆市,暖暖區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021,5,基隆市,七堵區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021,5,基隆市,中山區,F,否,40-44,2
嚴重特殊傳染性肺炎,2021,5,基隆市,中正區,F,否,40-44,2
嚴重特殊傳染性肺炎,2021,5,基隆市,仁愛區,F,否,40-44,3
嚴重特殊傳染性肺炎,2021,5,基隆市,安樂區,F,否,40-44,3
嚴重特殊傳染性肺炎,2021,5,基隆市,信義區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021,5,基隆市,暖暖區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021,5,基隆市,七堵區,F,否,45-49,3
嚴重特殊傳染性肺炎,2021,5,基隆市,中山區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021,5,基隆市,中正區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021,5,基隆市,安樂區,F,否,45-49,2
嚴重特殊傳染性肺炎,2021,5,基隆市,信義區,F,否,45-49,2
嚴重特殊傳染性肺炎,2021,5,基隆市,暖暖區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021,5,基隆市,中山區,F,否,50-54,2
嚴重特殊傳染性肺炎,2021,5,基隆市,仁愛區,F,否,50-54,4
嚴重特殊傳染性肺炎,2021,5,基隆市,安樂區,F,否,50-54,2
嚴重特殊傳染性肺炎,2021,5,基隆市,信義區,F,否,50-54,2
嚴重特殊傳染性肺炎,2021,5,基隆市,七堵區,F,否,55-59,3
嚴重特殊傳染性肺炎,2021,5,基隆市,中山區,F,否,55-59,4
嚴重特殊傳染性肺炎,2021,5,基隆市,中正區,F,否,55-59,2
嚴重特殊傳染性肺炎,2021,5,基隆市,仁愛區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021,5,基隆市,安樂區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021,5,基隆市,中山區,F,否,5-9,1
嚴重特殊傳染性肺炎,2021,5,基隆市,七堵區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021,5,基隆市,中山區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021,5,基隆市,安樂區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021,5,基隆市,暖暖區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021,5,基隆市,中山區,F,否,65-69,2
嚴重特殊傳染性肺炎,2021,5,基隆市,安樂區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021,5,基隆市,中山區,F,否,70+,1
嚴重特殊傳染性肺炎,2021,5,基隆市,仁愛區,F,否,70+,3
嚴重特殊傳染性肺炎,2021,5,基隆市,安樂區,F,否,70+,4
嚴重特殊傳染性肺炎,2021,5,基隆市,信義區,F,否,70+,2
嚴重特殊傳染性肺炎,2021,5,基隆市,暖暖區,F,否,70+,1
嚴重特殊傳染性肺炎,2021,5,基隆市,中山區,M,否,0,1
嚴重特殊傳染性肺炎,2021,5,基隆市,中正區,M,否,10-14,1
嚴重特殊傳染性肺炎,2021,5,基隆市,暖暖區,M,否,10-14,1
嚴重特殊傳染性肺炎,2021,5,基隆市,七堵區,M,否,15-19,1
嚴重特殊傳染性肺炎,2021,5,基隆市,中山區,M,否,15-19,1
嚴重特殊傳染性肺炎,2021,5,基隆市,仁愛區,M,否,15-19,1
嚴重特殊傳染性肺炎,2021,5,基隆市,安樂區,M,否,15-19,1
嚴重特殊傳染性肺炎,2021,5,基隆市,中山區,M,否,2,1
嚴重特殊傳染性肺炎,2021,5,基隆市,中山區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021,5,基隆市,中正區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021,5,基隆市,安樂區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021,5,基隆市,中山區,M,否,25-29,2
嚴重特殊傳染性肺炎,2021,5,基隆市,仁愛區,M,否,25-29,2
嚴重特殊傳染性肺炎,2021,5,基隆市,中山區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,5,基隆市,信義區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021,5,基隆市,七堵區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,5,基隆市,安樂區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021,5,基隆市,中正區,M,否,4,1
嚴重特殊傳染性肺炎,2021,5,基隆市,中山區,M,否,40-44,2
嚴重特殊傳染性肺炎,2021,5,基隆市,仁愛區,M,否,40-44,2
嚴重特殊傳染性肺炎,2021,5,基隆市,安樂區,M,否,40-44,2
嚴重特殊傳染性肺炎,2021,5,基隆市,信義區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021,5,基隆市,中山區,M,否,45-49,1
