確定病名,發病年份,發病月份,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
嚴重特殊傳染性肺炎,2022,3,台南市,官田區,M,否,50-54,1
嚴重特殊傳染性肺炎,2022,3,台南市,安平區,M,否,55-59,1
嚴重特殊傳染性肺炎,2022,3,台南市,鹽水區,M,否,65-69,1
嚴重特殊傳染性肺炎,2022,3,台南市,大內區,M,否,70+,1
嚴重特殊傳染性肺炎,2022,3,台南市,鹽水區,M,否,70+,2
嚴重特殊傳染性肺炎,2022,3,宜蘭縣,宜蘭市,F,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,宜蘭縣,宜蘭市,F,否,45-49,1
嚴重特殊傳染性肺炎,2022,3,宜蘭縣,員山鄉,F,否,5-9,2
嚴重特殊傳染性肺炎,2022,3,宜蘭縣,礁溪鄉,F,否,5-9,1
嚴重特殊傳染性肺炎,2022,3,宜蘭縣,員山鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2022,3,宜蘭縣,三星鄉,M,否,20-24,1
嚴重特殊傳染性肺炎,2022,3,宜蘭縣,宜蘭市,M,否,20-24,1
嚴重特殊傳染性肺炎,2022,3,宜蘭縣,宜蘭市,M,否,45-49,1
嚴重特殊傳染性肺炎,2022,3,宜蘭縣,員山鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2022,3,宜蘭縣,蘇澳鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,0,4
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,1,3
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,10-14,7
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,15-19,111
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,2,5
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,20-24,212
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,25-29,206
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,3,4
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,30-34,180
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,35-39,140
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,4,6
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,40-44,92
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,45-49,52
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,50-54,28
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,55-59,24
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,5-9,9
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,60-64,18
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,65-69,25
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,70+,13
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,0,1
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,1,9
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,10-14,9
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,15-19,80
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,2,6
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,20-24,213
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,25-29,241
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,3,4
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,30-34,216
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,35-39,168
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,4,4
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,40-44,118
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,45-49,94
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,50-54,53
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,55-59,36
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,5-9,8
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,60-64,39
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,65-69,23
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,70+,23
嚴重特殊傳染性肺炎,2022,3,空值,空值,X,是,30-34,1
嚴重特殊傳染性肺炎,2022,3,花蓮縣,吉安鄉,F,否,15-19,1
嚴重特殊傳染性肺炎,2022,3,花蓮縣,玉里鎮,F,否,20-24,1
嚴重特殊傳染性肺炎,2022,3,花蓮縣,吉安鄉,F,否,20-24,1
嚴重特殊傳染性肺炎,2022,3,花蓮縣,花蓮市,F,否,35-39,1
嚴重特殊傳染性肺炎,2022,3,花蓮縣,吉安鄉,M,否,25-29,1
嚴重特殊傳染性肺炎,2022,3,花蓮縣,花蓮市,M,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,花蓮縣,花蓮市,M,否,55-59,1
嚴重特殊傳染性肺炎,2022,3,金門縣,金城鎮,M,否,25-29,1
嚴重特殊傳染性肺炎,2022,3,桃園市,龜山區,F,否,10-14,1
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,F,否,10-14,1
嚴重特殊傳染性肺炎,2022,3,桃園市,大園區,F,否,15-19,1
嚴重特殊傳染性肺炎,2022,3,桃園市,中壢區,F,否,15-19,1
嚴重特殊傳染性肺炎,2022,3,桃園市,平鎮區,F,否,15-19,1
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,F,否,15-19,1
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,F,否,15-19,1
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,F,否,2,1
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,F,否,20-24,1
嚴重特殊傳染性肺炎,2022,3,桃園市,大園區,F,否,25-29,2
嚴重特殊傳染性肺炎,2022,3,桃園市,中壢區,F,否,25-29,1
嚴重特殊傳染性肺炎,2022,3,桃園市,蘆竹區,F,否,25-29,1
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,F,否,3,1
嚴重特殊傳染性肺炎,2022,3,桃園市,八德區,F,否,30-34,1
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,F,否,30-34,2
嚴重特殊傳染性肺炎,2022,3,桃園市,大溪區,F,否,35-39,1
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,F,否,35-39,2
嚴重特殊傳染性肺炎,2022,3,桃園市,中壢區,F,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,F,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,桃園市,龜山區,F,否,40-44,2
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,F,否,40-44,2
嚴重特殊傳染性肺炎,2022,3,桃園市,中壢區,F,否,45-49,1
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,F,否,45-49,1
嚴重特殊傳染性肺炎,2022,3,桃園市,蘆竹區,F,否,45-49,1
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,F,否,45-49,1
嚴重特殊傳染性肺炎,2022,3,桃園市,中壢區,F,否,50-54,1
嚴重特殊傳染性肺炎,2022,3,桃園市,中壢區,F,否,55-59,1
嚴重特殊傳染性肺炎,2022,3,桃園市,大溪區,F,否,5-9,1
嚴重特殊傳染性肺炎,2022,3,桃園市,中壢區,F,否,5-9,2
嚴重特殊傳染性肺炎,2022,3,桃園市,平鎮區,F,否,5-9,1
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,F,否,5-9,1
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,F,否,5-9,1
嚴重特殊傳染性肺炎,2022,3,桃園市,大園區,F,否,70+,1
嚴重特殊傳染性肺炎,2022,3,桃園市,中壢區,F,否,70+,1
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,F,否,70+,1
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,M,否,10-14,2
嚴重特殊傳染性肺炎,2022,3,桃園市,龜山區,M,否,15-19,1
嚴重特殊傳染性肺炎,2022,3,桃園市,中壢區,M,否,20-24,2
嚴重特殊傳染性肺炎,2022,3,桃園市,龜山區,M,否,20-24,1
嚴重特殊傳染性肺炎,2022,3,桃園市,八德區,M,否,25-29,1
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,M,否,25-29,1
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,M,否,25-29,3
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,M,否,30-34,2
嚴重特殊傳染性肺炎,2022,3,桃園市,新屋區,M,否,30-34,1
嚴重特殊傳染性肺炎,2022,3,桃園市,龍潭區,M,否,30-34,2
嚴重特殊傳染性肺炎,2022,3,桃園市,大溪區,M,否,35-39,1
嚴重特殊傳染性肺炎,2022,3,桃園市,龜山區,M,否,35-39,1
嚴重特殊傳染性肺炎,2022,3,桃園市,平鎮區,M,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,M,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,M,否,40-44,5
嚴重特殊傳染性肺炎,2022,3,桃園市,平鎮區,M,否,45-49,1
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,M,否,45-49,4
嚴重特殊傳染性肺炎,2022,3,桃園市,中壢區,M,否,50-54,2
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,M,否,50-54,1
嚴重特殊傳染性肺炎,2022,3,桃園市,八德區,M,否,5-9,1
嚴重特殊傳染性肺炎,2022,3,桃園市,龜山區,M,否,5-9,1
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,M,否,5-9,1
嚴重特殊傳染性肺炎,2022,3,桃園市,大園區,M,否,60-64,1
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,M,否,70+,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鳳山區,F,否,10-14,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鳳山區,F,否,15-19,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鼓山區,F,否,25-29,1
嚴重特殊傳染性肺炎,2022,3,高雄市,左營區,F,否,30-34,1
嚴重特殊傳染性肺炎,2022,3,高雄市,三民區,F,否,35-39,1
嚴重特殊傳染性肺炎,2022,3,高雄市,小港區,F,否,35-39,1
嚴重特殊傳染性肺炎,2022,3,高雄市,苓雅區,F,否,35-39,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鼓山區,F,否,35-39,1
嚴重特殊傳染性肺炎,2022,3,高雄市,三民區,F,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,高雄市,小港區,F,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,高雄市,左營區,F,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,高雄市,林園區,F,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,高雄市,前金區,F,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鳳山區,F,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,高雄市,三民區,F,否,45-49,1
嚴重特殊傳染性肺炎,2022,3,高雄市,前鎮區,F,否,45-49,1
嚴重特殊傳染性肺炎,2022,3,高雄市,新興區,F,否,45-49,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鳳山區,F,否,45-49,1
嚴重特殊傳染性肺炎,2022,3,高雄市,前鎮區,F,否,50-54,2
嚴重特殊傳染性肺炎,2022,3,高雄市,前鎮區,F,否,55-59,1
嚴重特殊傳染性肺炎,2022,3,高雄市,楠梓區,F,否,55-59,1
嚴重特殊傳染性肺炎,2022,3,高雄市,苓雅區,F,否,5-9,2
嚴重特殊傳染性肺炎,2022,3,高雄市,小港區,F,否,60-64,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鼓山區,F,否,65-69,1
嚴重特殊傳染性肺炎,2022,3,高雄市,林園區,F,否,70+,1
嚴重特殊傳染性肺炎,2022,3,高雄市,前鎮區,M,否,10-14,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鳳山區,M,否,10-14,1
嚴重特殊傳染性肺炎,2022,3,高雄市,左營區,M,否,15-19,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鼓山區,M,否,20-24,1
嚴重特殊傳染性肺炎,2022,3,高雄市,苓雅區,M,否,35-39,1
嚴重特殊傳染性肺炎,2022,3,高雄市,林園區,M,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,高雄市,前金區,M,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,高雄市,前鎮區,M,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,高雄市,新興區,M,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鼓山區,M,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鳳山區,M,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鳳山區,M,否,45-49,1
嚴重特殊傳染性肺炎,2022,3,高雄市,林園區,M,否,50-54,1
嚴重特殊傳染性肺炎,2022,3,高雄市,楠梓區,M,否,55-59,1
嚴重特殊傳染性肺炎,2022,3,高雄市,前鎮區,M,否,60-64,1
嚴重特殊傳染性肺炎,2022,3,高雄市,左營區,M,否,65-69,1
嚴重特殊傳染性肺炎,2022,3,高雄市,三民區,M,否,70+,2
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,F,否,10-14,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中山區,F,否,15-19,1
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,F,否,15-19,3
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,F,否,15-19,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,F,否,2,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中山區,F,否,20-24,2
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,F,否,20-24,2
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,F,否,20-24,2
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,F,否,20-24,1
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,F,否,25-29,2
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,F,否,25-29,1
嚴重特殊傳染性肺炎,2022,3,基隆市,七堵區,F,否,30-34,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中山區,F,否,30-34,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,F,否,30-34,2
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,F,否,30-34,1
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,F,否,30-34,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中山區,F,否,35-39,2
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,F,否,35-39,2
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,F,否,35-39,1
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,F,否,35-39,3
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,F,否,35-39,2
嚴重特殊傳染性肺炎,2022,3,基隆市,中山區,F,否,40-44,2
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,F,否,40-44,2
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,F,否,40-44,5
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,F,否,45-49,1
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,F,否,45-49,3
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,F,否,45-49,1
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,F,否,45-49,1
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,F,否,45-49,1
嚴重特殊傳染性肺炎,2022,3,基隆市,七堵區,F,否,50-54,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中山區,F,否,50-54,1
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,F,否,50-54,2
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,F,否,50-54,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,F,否,55-59,1
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,F,否,55-59,1
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,F,否,55-59,2
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,F,否,55-59,1
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,F,否,5-9,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,F,否,60-64,1
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,F,否,60-64,1
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,F,否,60-64,1
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,F,否,65-69,1
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,F,否,70+,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,M,否,10-14,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中山區,M,否,15-19,2
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,M,否,15-19,2
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,M,否,15-19,1
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,M,否,15-19,2
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,M,否,15-19,5
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,M,否,15-19,1
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,M,否,20-24,2
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,M,否,20-24,1
嚴重特殊傳染性肺炎,2022,3,基隆市,七堵區,M,否,25-29,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,M,否,25-29,2
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,M,否,25-29,1
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,M,否,25-29,2
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,M,否,25-29,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中山區,M,否,30-34,2
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,M,否,30-34,1
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,M,否,35-39,1
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,M,否,35-39,2
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,M,否,35-39,1
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,M,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,M,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,M,否,40-44,2
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,M,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,M,否,45-49,1
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,M,否,45-49,2
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,M,否,45-49,2
嚴重特殊傳染性肺炎,2022,3,基隆市,七堵區,M,否,50-54,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,M,否,50-54,3
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,M,否,50-54,3
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,M,否,50-54,2
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,M,否,50-54,2
嚴重特殊傳染性肺炎,2022,3,基隆市,中山區,M,否,55-59,2
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,M,否,55-59,2
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,M,否,55-59,2
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,M,否,55-59,2
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,M,否,55-59,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,M,否,5-9,1
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,M,否,60-64,1
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,M,否,60-64,1
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,M,否,60-64,1
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,M,否,65-69,1
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,M,否,65-69,1
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,M,否,65-69,1
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,M,否,70+,1
嚴重特殊傳染性肺炎,2022,3,雲林縣,西螺鎮,F,否,15-19,1
嚴重特殊傳染性肺炎,2022,3,雲林縣,北港鎮,F,否,50-54,1
嚴重特殊傳染性肺炎,2022,3,雲林縣,西螺鎮,F,否,50-54,1
嚴重特殊傳染性肺炎,2022,3,雲林縣,斗南鎮,F,否,60-64,1
嚴重特殊傳染性肺炎,2022,3,雲林縣,斗六市,F,否,65-69,1
嚴重特殊傳染性肺炎,2022,3,雲林縣,西螺鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2022,3,雲林縣,斗南鎮,M,否,25-29,1
嚴重特殊傳染性肺炎,2022,3,雲林縣,斗六市,M,否,65-69,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,10-14,2
嚴重特殊傳染性肺炎,2022,3,新北市,新莊區,F,否,10-14,2
嚴重特殊傳染性肺炎,2022,3,新北市,樹林區,F,否,10-14,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,15-19,2
嚴重特殊傳染性肺炎,2022,3,新北市,汐止區,F,否,15-19,2
嚴重特殊傳染性肺炎,2022,3,新北市,樹林區,F,否,15-19,1
嚴重特殊傳染性肺炎,2022,3,新北市,三重區,F,否,2,1
嚴重特殊傳染性肺炎,2022,3,新北市,三重區,F,否,20-24,1
嚴重特殊傳染性肺炎,2022,3,新北市,三峽區,F,否,20-24,1
嚴重特殊傳染性肺炎,2022,3,新北市,新店區,F,否,20-24,1
嚴重特殊傳染性肺炎,2022,3,新北市,萬里區,F,否,20-24,1
嚴重特殊傳染性肺炎,2022,3,新北市,三重區,F,否,25-29,1
嚴重特殊傳染性肺炎,2022,3,新北市,三峽區,F,否,25-29,3
嚴重特殊傳染性肺炎,2022,3,新北市,土城區,F,否,25-29,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,25-29,1
嚴重特殊傳染性肺炎,2022,3,新北市,板橋區,F,否,25-29,1
嚴重特殊傳染性肺炎,2022,3,新北市,新店區,F,否,25-29,1
嚴重特殊傳染性肺炎,2022,3,新北市,蘆洲區,F,否,25-29,1
嚴重特殊傳染性肺炎,2022,3,新北市,三重區,F,否,30-34,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,30-34,4
嚴重特殊傳染性肺炎,2022,3,新北市,板橋區,F,否,30-34,1
嚴重特殊傳染性肺炎,2022,3,新北市,三重區,F,否,35-39,3
嚴重特殊傳染性肺炎,2022,3,新北市,三峽區,F,否,35-39,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,35-39,3
嚴重特殊傳染性肺炎,2022,3,新北市,板橋區,F,否,35-39,1
嚴重特殊傳染性肺炎,2022,3,新北市,新店區,F,否,35-39,2
嚴重特殊傳染性肺炎,2022,3,新北市,新莊區,F,否,35-39,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,4,1
嚴重特殊傳染性肺炎,2022,3,新北市,土城區,F,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,40-44,3
嚴重特殊傳染性肺炎,2022,3,新北市,永和區,F,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,新北市,汐止區,F,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,新北市,新店區,F,否,40-44,1
嚴重特殊傳染性肺炎,2022,3,新北市,新莊區,F,否,40-44,2
嚴重特殊傳染性肺炎,2022,3,新北市,三重區,F,否,45-49,1
嚴重特殊傳染性肺炎,2022,3,新北市,土城區,F,否,45-49,2
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,45-49,5
嚴重特殊傳染性肺炎,2022,3,新北市,汐止區,F,否,45-49,1
嚴重特殊傳染性肺炎,2022,3,新北市,板橋區,F,否,45-49,1
嚴重特殊傳染性肺炎,2022,3,新北市,深坑區,F,否,45-49,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,50-54,3
嚴重特殊傳染性肺炎,2022,3,新北市,板橋區,F,否,50-54,1
嚴重特殊傳染性肺炎,2022,3,新北市,汐止區,F,否,55-59,2
嚴重特殊傳染性肺炎,2022,3,新北市,三峽區,F,否,5-9,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,5-9,3
嚴重特殊傳染性肺炎,2022,3,新北市,板橋區,F,否,5-9,2
嚴重特殊傳染性肺炎,2022,3,新北市,樹林區,F,否,5-9,1
